"id_sample","id_es_int","g_pre","g_post","g_delayed","v_pre","v_post","v_delayed","g_p2post_05","g_p2post_06","g_p2post_07","v_p2post_05","v_p2post_06","v_p2post_07","g_p2delayed_05","g_p2delayed_06","g_p2delayed_07","v_p2delayed_05","v_p2delayed_06","v_p2delayed_07"
"101",2,0.0701764529712686,0.50924857759705,NA,0.0823645895599458,0.0850710723177435,NA,0.204583947750042,0.204583947750042,0.204583947750042,0.0806398813701448,0.0647427486526511,0.0488456159351575,NA,NA,NA,NA,NA,NA
"102",4,0.213082874136024,-0.0190116154516855,NA,0.0555331246904138,0.0559321708521647,NA,-0.0287030312670698,-0.0287030312670698,-0.0287030312670698,0.0546801051226572,0.0437463726092478,0.0328126400958383,NA,NA,NA,NA,NA,NA
"102",5,-0.217070239177572,0.135826860327775,NA,0.0562661569036971,0.0560613672411963,NA,0.0284746353118946,0.0284746353118946,0.0284746353118946,0.0546776905517309,0.0437439580383214,0.032810225524912,NA,NA,NA,NA,NA,NA
"102",6,-0.0568381493930781,0.293150086089311,NA,0.0522695457464848,0.0535486050972217,NA,0.0505278928987717,0.0505278928987717,0.0505278928987717,0.0519639135195118,0.0415955739445768,0.0312272343696418,NA,NA,NA,NA,NA,NA
"102",7,-0.194226186563491,0.150172984225639,NA,0.053222840492984,0.053120327747337,NA,0.0288577902258711,0.0288577902258711,0.0288577902258711,0.0518496543248564,0.0414813147499214,0.0311129751749863,NA,NA,NA,NA,NA,NA
"103",10,0.736547985822722,0.187320399596083,NA,0.103813246325602,0.0994515213924449,NA,-0.0487634501339627,-0.0487634501339627,-0.0487634501339627,0.094782316980002,0.0758336032767485,0.056884889573495,NA,NA,NA,NA,NA,NA
"103",11,0.43663381757793,0.437477476954264,NA,0.0966469501472002,0.0986947278121242,NA,0.00934067923272731,0.00934067923272731,0.00934067923272731,0.0924441130694924,0.0739778330209221,0.0555115529723519,NA,NA,NA,NA,NA,NA
"104",13,-0.107080546812605,1.39255643181965,1.12028342395001,0.0962049680803504,0.120301807734058,0.111749576911244,1.43604625742514,1.43604625742514,1.43604625742514,0.185916061501763,0.16748750378874,0.149058946075717,1.40549208173525,1.40549208173525,1.40549208173525,0.143349722390052,0.124921164677029,0.106492606964006
"104",14,0.318190830729382,0.133750662912432,0.253829234561796,0.0973272075960325,0.0962852555343983,0.0968670060405072,-0.0449648844352751,-0.0449648844352751,-0.0449648844352751,0.102480460740552,0.0840519030275288,0.0656233453145055,0.068346624341618,0.068346624341618,0.068346624341618,0.104791748306379,0.0863631905933553,0.067934632880332
"104",15,-0.209230636811968,0.922351534968882,0.670971342103768,0.0990418513820479,0.109387426954852,0.104252429363378,0.721088062181818,0.721088062181818,0.721088062181818,0.126378097346224,0.107510274498225,0.0886424516502262,0.684035183984727,0.684035183984727,0.684035183984727,0.107352736542411,0.0884849136944122,0.0696170908464132
"104",16,0.039109244190102,-0.156014837463561,0.047149690972254,0.0985002113000014,0.0987926612554842,0.098509103099715,-0.133099633408335,-0.133099633408335,-0.133099633408335,0.104157722928097,0.0852899000800984,0.0664220772320994,0.0252254518222355,0.0252254518222355,0.0252254518222355,0.107386409378897,0.0885185865308981,0.0696507636828991
"105",19,0.0710604640796698,1.26411711289364,NA,0.168357906306928,0.204561144615004,NA,0.478367436644165,0.478367436644165,0.478367436644165,0.171306437322149,0.14034427524283,0.109382113163512,NA,NA,NA,NA,NA,NA
"105",20,0.0784770719504844,1.00777680782172,NA,0.168383112244808,0.191325281416658,NA,0.4298981202244,0.4298981202244,0.4298981202244,0.170347566598476,0.139385404519158,0.108423242439839,NA,NA,NA,NA,NA,NA
"107",25,-0.552663806939099,0.540636797440566,NA,0.106037089045519,0.105864074088234,NA,0.31247880264833,0.31247880264833,0.31247880264833,0.103178028860239,0.0836972061455142,0.0642163834307891,NA,NA,NA,NA,NA,NA
"107",26,-0.552663806939099,1.06292128225765,NA,0.106037089045519,0.116883988634674,NA,0.42730843351513,0.42730843351513,0.42730843351513,0.104068923070189,0.0845881003554641,0.0651072776407389,NA,NA,NA,NA,NA,NA
"107",27,-0.24457805162951,0.264530417782437,NA,0.106219750833459,0.106357020003638,NA,0.132970311453048,0.132970311453048,0.132970311453048,0.102221964540889,0.0821515359781261,0.062081107415363,NA,NA,NA,NA,NA,NA
